"Title","Publication Year","Medline PMID","PUI"
"D-index–guided early antifungal therapy versus empiric antifungal therapy for persistent febrile neutropenia: A randomized controlled noninferiority trial","2020",31977270,L2005693310
"A comparative effectiveness pilot study of teriparatide for medication-related osteonecrosis of the jaw: daily versus weekly administration","2020",31768589,L2003741350
"Effects of vedolizumab in Japanese patients with Crohn’s disease: a prospective, multicenter, randomized, placebo-controlled Phase 3 trial with exploratory analyses","2020",31836930,L2003867562
"An Exploration of the Application of Noninvasive Cerebellar Stimulation in the Neuro-rehabilitation of Dysphagia after Stroke (EXCITES) Protocol","2020",31928864,L2004553987
"A physician-initiated double-blind, randomised, placebo-controlled, phase 2 study evaluating the efficacy and safety of inhibition of NADPH oxidase with the first-in-class Nox-1/4 inhibitor, GKT137831, in adults with type 1 diabetes and persistently elevated urinary albumin excretion: Protocol and statistical considerations","2020",31740428,L2004783303
"Microbiological profile of nosocomial infections following cardiac arrest: Insights from the targeted temperature management (TTM) trial","2020",32032651,L2004929825
"Inhaled amikacin adjunctive to intravenous standard-of-care antibiotics in mechanically ventilated patients with Gram-negative pneumonia (INHALE): a double-blind, randomised, placebo-controlled, phase 3, superiority trial","2020",31866328,L2005054130
"SUN-079 THE PROBLEM OF RESISTANCE UTI IN NON-DIALYSIS CKD PATIENTS: TREARMENT EFFICACY AND OUTCOMES","2020",,L2005255768
"Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin","2020",31821452,L631188801
"Safety and Efficacy of Emergency Ureteroscopy with Intracorporeal Lithotripsy in Patients Presented with Urinary Tract Infection with Mild Sepsis","2020",31989843,L631335204
"A comparison between early and delayed wound dressing removal in punch biopsy wounds: A prospectivec, randomized controlled trial","2020",,L634428477
"Effect of Vancomycin or Daptomycin with vs Without an Antistaphylococcal β-Lactam on Mortality, Bacteremia, Relapse, or Treatment Failure in Patients with MRSA Bacteremia: A Randomized Clinical Trial","2020",32044943,L630931365
"Short postsurgical antibiotic therapy for spinal infections: Protocol of prospective, randomized, unblinded, noninferiority trials (SASI trials)","2020",32028985,L630858572
"Time to First Culture Positivity Among Critically Ill Adults With Methicillin-Resistant Staphylococcus aureus Growth in Respiratory or Blood Cultures","2020",31544471,L2003513025
"Evaluation of the efficacy of Lactobacillus plantarum HEAL9 and Lactobacillus paracasei 8700:2 on aspects of common cold infections in children attending day care: a randomised, double-blind, placebo-controlled clinical study","2020",31734734,L2003619575
"Mechanical Bowel Preparation with Oral Antibiotics Vs No Preparation Before Elective Colon Resection for Colon Cancer.","2020",,L2004768424
"Duration of antibiotic treatment in an infectious diseases department: comparison with guidelines","2020",,L2004820860
"Effect of Local Polyhexanide Application in Preventing Exit-Site Infection and Peritonitis: A Randomized Controlled Trial","2020",31066988,L628481747
"Laparoscopic Lavage Versus Aspiration Alone in Perforated Acute Appendicitis: A Prospective Randomized Controlled Study","2020",31855922,L630332019
"Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in the Netherlands: A stepped-wedge cluster randomised trial","2020",32004317,L2007132626
"A pilot randomized controlled trial of 7 versus 14 days of antibiotic treatment for bloodstream infection on non-intensive care versus intensive care wards","2020",31941546,L630611624
"Optimization of the antibiotic management of diabetic foot infections: Protocol for two randomized controlled trials","2020",31915048,L630520287
"Oseltamivir plus usual care versus usual care for influenza-like illness in primary care: an open-label, pragmatic, randomised controlled trial","2020",31839279,L2004474953
"Neutropenic complications in the PANTHER phase III study of adjuvant tailored dose-dense chemotherapy in early breast cancer","2020",31583943,L2003475621
"Atorvastatin in combination with conventional antimicrobial treatment of Helicobacter pylori eradication: A randomized controlled clinical trial","2020",31359499,L2002592344
"Combined epidural-general anaesthesia vs general anaesthesia in neonatal gastrointestinal surgery: A randomized controlled trial","2020",31506919,L2003447387
"Bronchial Lavage under Fiberoptic bronchoscopy in the treatment of severe pulmonary infection","2020",,L2003908440
"Effect of pentoxifylline on organ dysfunction and mortality in severe sepsis","2020",,L2004482902
"Bee product efficacy in children with upper respiratory tract infections","2020",32779416,L2004887109
"Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial","2020",32130261,L2005140980
"Levofloxacin for antibacterial prophylaxis in pediatric patients with acute myeloid leukemia or undergoing hematopoietic stem cell transplantation","2020",,L2005167536
"Prevention of acute exacerbation in subjects with moderate-to-very severe copd by modulating lower respiratory microbiome: Protocol of a prospective, multicenter, randomized controlled trial","2020",33235447,L2005452793
"Wound complications after total hip arthroplasty: a prospective, randomised controlled trial comparing staples with sutures","2020",32634064,L2005508869
"Treatment of acute respiratory viral infections: Results of a multicenter, double-blind, placebo-controlled, randomized clinical trial","2020",,L2005638173
"High-dose dual therapy versus triple therapy for treatment of H. Pylori infection: A parallel randomized study","2020",,L2006761401
"Clinical evaluation of the synbiotic Prodefen Plus(®) in the prevention of the antibiotic-associated diarrhoea in subjects requiring antibiotic treatment","2020",33032474,L2008413576
"The harm and clinical treatment of Escherichia coli to maternal puerperium","2020",,L2011716539
"Potential roles of Helicobacter pylori treatment, body mass index and waist circumference in the causation of erosive esophagitis: a randomized clinical trial (HEROES-GERD)","2020",31197249,L628321651
"A prospective randomized controlled study of gentamycin irrigation in reducing the postoperative infections following upper tract endoscopy","2020",,L630962311
"Ceftobiprole versus daptomycin in Staphylococcus aureus bacteremia: A novel protocol for a double-blind, Phase III trial","2020",31918579,L631051595
"Hematogenous osteomyelitis in childhood can relapse many years later into adulthood: A retrospective multicentric cohort study in France","2020",32443285,L633104912
"The influence of a dietary advice on recurrent upper respiratory tract infections in children: A randomized controlled trial","2020",,L633556634
"Does curative intravenous immunoglobulin therapy improve outcome in the treatment of infections in chronic lymphoid leukemia?","2020",,L633793390
"Antibiotic use in lateral skull base surgery: A survey of the north american skull base society","2020",,L634168725
"Commentary","2019",31842222,L2004581031
"Effectiveness and cost-effectiveness of Improving clinicians' diagnostic and communication Skills on Antibiotic prescribing Appropriateness in patients with acute Cough in primary care in CATalonia (the ISAAC-CAT study): Study protocol for a cluster randomised controlled trial","2019",31847912,L630285135
"Two-week bismuth-containing quadruple therapy and concomitant therapy are effective first-line treatments for Helicobacter pylori eradication: A prospective open-label randomized trial","2019",31857780,L2004475169
"Short or Long Antibiotic Regimes in Orthopaedics (SOLARIO): A randomised controlled open-label non-inferiority trial of duration of systemic antibiotics in adults with orthopaedic infection treated operatively with local antibiotic therapy","2019",31815653,L630070796
"Intramedullary reaming modality for management of postoperative long bone infection: A prospective randomized controlled trial in 44 patients","2019",,L630032840
"Trisodium citrate 4% versus heparin as a catheter lock for non-tunneled hemodialysis catheters in critically ill patients: a multicenter, randomized clinical trial","2019",,L2002258258
"Manuka honey sinus irrigations in recalcitrant chronic rhinosinusitis: phase 1 randomized, single-blinded, placebo-controlled trial","2019",31461581,L2002609312
"Vacuum-assisted Closure Therapy Versus Alginate for Surgical Site Infection After Vascular Surgery (Szilagyi Grade III)","2019",,L2003904250
"Ertapenem Monotherapy versus Gentamicin Plus Metronidazole for Perforated Appendicitis in Pediatric Patients","2019",31099712,L629897507
"The World-Wide Randomized Antibiotic Envelope Infection Prevention Trial (WRAP-IT): Long-Term Follow-Up","2019",,L631900607
"Chimney Trial: Study protocol for a randomized controlled trial","2019",31779699,L629976072
"Fosfomycin for Injection (ZTI-01) Versus Piperacillin-tazobactam for the Treatment of Complicated Urinary Tract Infection including Acute Pyelonephritis: ZEUS, A Phase 2/3 Randomized Trial","2019",30861061,L630179476
"Impact of Primary Antibacterial Prophylaxis on Neutropenic Fever, Infections, and Antimicrobial Resistance in Newly Diagnosed AML Patients","2019",,L2013287984
