"","relevancy","reason_exclude","comments","meandur_short","meandur_long","fu_dur","PMID","Title.x"
"630",NA,NA,NA,NA,NA,NA,28657870,"A placebo-controlled trial of antibiotics for smaller skin abscesses"
"631",0,"Resistance during f/u not included","",NA,NA,NA,28666965,"Individualizing duration of antibiotic therapy in community-acquired pneumonia"
"632",0,"Study design (not RCT)","",NA,NA,NA,28710229,"PIRATE project: point-of-care, informatics-based randomised controlled trial for decreasing overuse of antibiotic therapy in Gram-negative bacteraemia"
"633",0,"Resistance during f/u not included","",NA,NA,NA,28711318,"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)"
"634",0,"Participants (not bacterial infection)","",NA,NA,NA,28722569,"Mass Azithromycin and Malaria Parasitemia in Niger: Results from a Community-Randomized Trial"
"635",0,"Resistance during f/u not included","",NA,NA,NA,28732822,"Atypical coverage in community-acquired pneumonia after outpatient beta-lactam monotherapy"
"636",0,"Resistance during f/u not included","",NA,NA,NA,28925502,"Randomized clinical trial of antibiotic therapy for uncomplicated appendicitis"
"637",0,"Resistance during f/u not included","",NA,NA,NA,28991759,"The Importance of Perioperative Prophylaxis with Cefuroxime or Ceftriaxone in the Surgical Site Infections Prevention after Cranial and Spinal Neurosurgical Procedures"
"638",NA,NA,NA,NA,NA,NA,29064884,"Efficacy of Preoperative Oral Antibiotic Prophylaxis for the Prevention of Surgical Site Infections in Patients with Crohn Disease: A Randomized Controlled Trial"
"639",0,"Resistance during f/u not included","",NA,NA,NA,29112565,"A Randomized Control Trial of Preoperative Oral Antibiotics as Adjunct Therapy to Systemic Antibiotics for Preventing Surgical Site Infection in Clean Contaminated, Contaminated, and Dirty Type of Colorectal Surgeries"
"640",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,29132478,"Treatment for Symptomatic Bacterial Vaginosis: ARandomized Controlled Trial"
"641",NA,NA,NA,NA,NA,NA,29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial"
"642",NA,NA,NA,NA,NA,NA,29263079,"Impact of real-time therapeutic drug monitoring on the prescription of antibiotics in burn patients requiring admission to the intensive care unit"
"643",0,"Resistance during f/u not included","",NA,NA,NA,29339395,"Explorative Randomized Phase II Clinical Study of the Efficacy and Safety of Finafloxacin versus Ciprofloxacin for Treatment of Complicated Urinary Tract Infections"
"644",0,"Resistance during f/u not included","",NA,NA,NA,29358292,"Single Intravenous Dose of Oritavancin for Treatment of Acute Skin and Skin Structure Infections Caused by Gram-Positive Bacteria: Summary of Safety Analysis from the Phase 3 SOLO Studies"
"645",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,29406465,"Randomized Multicenter Study Comparing Safety and Efficacy of Daptomycin Versus Standard-of-care in Pediatric Patients With Staphylococcal Bacteremia"
"646",NA,NA,NA,NA,NA,NA,29452598,"7 versus 14 days of antibiotic treatment for critically ill patients with bloodstream infection: a pilot randomized clinical trial"
"647",1,"","No signifcant diference between the arms was observed for emergence of MDR bacteria","8","15","",29484469,"Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial"
"648",0,"Study design (not RCT)","",NA,NA,NA,29613975,"Antibiotic Overuse in Premature Low Birth Weight Infants in a Developing Country"
"649",0,"Resistance during f/u not included","",NA,NA,NA,29663044,"Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study"
"650",NA,NA,NA,NA,NA,NA,29704955,"Comparison of plate osteosynthesis versus non-operative management for mid-shaft clavicle fractures—A prospective study"
"651",NA,NA,NA,NA,NA,NA,29766842,"Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT"
"652",0,"Resistance during f/u not included","",NA,NA,NA,29781043,"Comparison of Four Days Versus Seven Days Duration of Antibiotic Therapy for Neonatal Pneumonia: A Randomized Controlled Trial"
"653",NA,NA,NA,NA,NA,NA,29781385,"Procalcitonin-guided use of antibiotics for lower respiratory tract infection"
"654",0,"Resistance during f/u not included","",NA,NA,NA,29781787,"Evaluating the Duration of Prophylactic Post-Operative Antibiotic Agents after Open Reduction Internal Fixation for Closed Fractures"
"655",0,"Resistance during f/u not included","",NA,NA,NA,29803638,"Comparative efficacy and safety analysis of CSE-1034: An open labeled phase III study in community acquired pneumonia"
"656",NA,NA,NA,NA,NA,NA,29914924,"Intravenous cefazolin plus oral probenecid versus oral cephalexin for the treatment of skin and soft tissue infections: A double-blind, non-inferiority, randomised controlled trial"
"657",NA,NA,NA,NA,NA,NA,30126448,"A randomized placebo controlled clinical trial to evaluate the efficacy and safety of minocycline in patients with Angelman syndrome (A-MANECE study)"
"658",NA,NA,NA,NA,NA,NA,30152252,"Partial oral versus intravenous antibiotic treatment of endocarditis"
"659",NA,NA,NA,NA,NA,NA,30179656,"Efficacy of antibiotic prophylaxis against ventilator-associated pneumonia"
"660",NA,NA,NA,NA,NA,NA,30181096,"Safety and efficacy of oral nemonoxacin versus levofloxacin in treatment of community-acquired pneumonia: A phase 3, multicenter, randomized, double-blind, double-dummy, active-controlled, non-inferiority trial"
"661",NA,NA,NA,NA,NA,NA,30191339,"A systematic review of randomised clinical trials for oral antibiotic treatment of acute pyelonephritis"
"662",NA,NA,NA,NA,NA,NA,30254135,"Follow-on RifAximin for the Prevention of recurrence following standard treatment of Infection with Clostridium Difficile (RAPID): A randomised placebo controlled trial"
"663",0,"Resistance during f/u not included","",NA,NA,NA,30264119,"Effect of Algorithm-Based Therapy vs Usual Care on Clinical Success and Serious Adverse Events in Patients with Staphylococcal Bacteremia: A Randomized Clinical Trial"
"664",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,30278428,"Impact of the preoperative use of synbiotics in colorectal cancer patients: A prospective, randomized, double-blind, placebo-controlled study"
"665",NA,NA,NA,NA,NA,NA,30318069,"Re: Angela Huttner, Arina Kowalczyk, Adi Turjeman, et al. Effect of 5-Day Nitrofurantoin vs Single-dose Fosfomycin on Clinical Resolution of Uncomplicated Lower Urinary Tract Infection in Women: A Randomized Clinical Trial. JAMA 2018;319:1781–9"
"666",1,"","","","","",30347072,"Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial"
"667",0,"Resistance during f/u not included","",NA,NA,NA,30360748,"Levofloxacin Versus Ceftriaxone and Azithromycin Combination in the Treatment of Community Acquired Pneumonia in Hospitalized Patients"
"668",0,"Intervention (not antibiotics or duration)","rifampicin resistant Staph included as outcome but rifampicin is used as an adjunct",NA,NA,NA,30382016,"Adjunctive rifampicin to reduce early mortality from Staphylococcus aureus bacteraemia: the ARREST RCT"
"669",0,"Resistance during f/u not included","",NA,NA,NA,30478001,"Short- and long-term impacts of azithromycin treatment on the gut microbiota in children: A double-blind, randomized, placebo-controlled trial"
"670",0,"Study design (not RCT)","",NA,NA,NA,30518334,"Oral fosfomycin versus ciprofloxacin in women with E.coli febrile urinary tract infection, a double-blind placebo-controlled randomized controlled non-inferiority trial (FORECAST)"
"671",NA,NA,NA,NA,NA,NA,30535100,"Seven Versus 14 Days of Antibiotic Therapy for Uncomplicated Gram-negative Bacteremia: A Noninferiority Randomized Controlled Trial"
"672",NA,NA,NA,NA,NA,NA,30596964,"Comparison of 3 Days Amoxicillin Versus 5 Days Co-Trimoxazole for Treatment of Fast-breathing Pneumonia by Community Health Workers in Children Aged 2-59 Months in Pakistan: A Cluster-randomized Trial"
"673",NA,NA,NA,NA,NA,NA,30597021,"Summary of the safety and tolerability of two treatment regimens of ceftaroline fosamil: 600 mg every 8 h versus 600 mg every 12 h"
"674",NA,NA,NA,NA,NA,NA,30616014,"A 5-day course of oral antibiotics followed by faecal transplantation to eradicate carriage of multidrug-resistant Enterobacteriaceae: a randomized clinical trial"
"675",NA,NA,NA,NA,NA,NA,30616912,"Integrated safety summary of phase II and III studies comparing oral nemonoxacin and levofloxacin in community-acquired pneumonia"
"676",NA,NA,NA,NA,NA,NA,30686699,"Azithromycin and early allograft function after lung transplantation: A randomized, controlled trial"
"677",0,"Outcome (not clinical efficacy)","",NA,NA,NA,30832678,"Effect of enhancing audit and feedback on uptake of childhood pneumonia treatment policy in hospitals that are part of a clinical network: a cluster randomized trial"
"678",NA,NA,NA,NA,NA,NA,30851997,"Optimizing treatment of respiratory tract infections in nursing homes: Nurse-initiated polymerase chain reaction testing"
"679",NA,NA,NA,NA,NA,NA,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial"
"680",NA,NA,NA,NA,NA,NA,30861061,"Fosfomycin for Injection (ZTI-01) Versus Piperacillin-tazobactam for the Treatment of Complicated Urinary Tract Infection including Acute Pyelonephritis: ZEUS, A Phase 2/3 Randomized Trial"
"681",NA,NA,NA,NA,NA,NA,30882137,"Antibiotic Therapy for Pseudomonas aeruginosa Bloodstream Infections: How Long Is Long Enough?"
"682",0,"Resistance during f/u not included","",NA,NA,NA,30982631,"Guideline-Based Clinical Assessment Versus Procalcitonin-Guided Antibiotic Use in Pneumonia: A Pragmatic Randomized Trial"
"683",NA,NA,NA,NA,NA,NA,30988146,"Efficacy and Safety of Tedizolid Phosphate versus Linezolid in a Randomized Phase 3 Trial in Patients with Acute Bacterial Skin and Skin Structure Infection"
"684",0,"Resistance during f/u not included","",NA,NA,NA,31030266,"Antimicrobial prophylaxis for 1 day versus 3 days in liver cancer surgery: a randomized controlled non-inferiority trial"
"685",NA,NA,NA,NA,NA,NA,31035017,"Microbiological changes observed over 48 weeks of treatment with inhaled liposomal ciprofloxacin in individuals with non-cystic fibrosis bronchiectasis and chronic Pseudomonas aeruginosa lung infection"
"686",NA,NA,NA,NA,NA,NA,31063679,"Intraoperative Versus Extended Antibiotic Prophylaxis in Liver Transplant Surgery: A Randomized Controlled Pilot Trial"
"687",NA,NA,NA,NA,NA,NA,31099330,"Gentamicin as an alternative to ceftriaxone in the treatment of gonorrhoea: The G-TOG non-inferiority RCT"
"688",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,31099712,"Ertapenem Monotherapy versus Gentamicin Plus Metronidazole for Perforated Appendicitis in Pediatric Patients"
"689",NA,NA,NA,NA,NA,NA,31106353,"Four versus six weeks of antibiotic therapy for osteoarticular infections after implant removal: a randomized trial"
"690",NA,NA,NA,NA,NA,NA,31171029,"Therapeutic drug monitoring-based dose optimisation of piperacillin/tazobactam to improve outcome in patients with sepsis (TARGET): A prospective, multi-centre, randomised controlled trial"
"691",NA,NA,NA,NA,NA,NA,31196813,"Solithromycin versus ceftriaxone plus azithromycin for the treatment of uncomplicated genital gonorrhoea (SOLITAIRE-U): a randomised phase 3 non-inferiority trial"
"692",NA,NA,NA,NA,NA,NA,31203871,"Antibacterial efficacy of handrubbing for 15 versus 30 seconds: EN 1500-based randomized experimental study with different loads of Staphylococcus aureus and Escherichia coli"
"693",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,31306396,"Safety and Efficacy of Ceftazidime-Avibactam Plus Metronidazole in the Treatment of Children ≥3 Months to <18 Years With Complicated Intra-Abdominal Infection: Results From a Phase 2, Randomized, Controlled Trial"
"694",0,"Resistance during f/u not included","",NA,NA,NA,31335570,"Safety and Efficacy of Ceftazidime-Avibactam in the Treatment of Children ≥3 Months to <18 Years With Complicated Urinary Tract Infection: Results from a Phase 2 Randomized, Controlled Trial"
"695",NA,NA,NA,NA,NA,NA,31373271,"Oral versus intravenous antibiotics for bone and joint infections: the OVIVA non-inferiority RCT"
"696",1,"","Resistance to nitrofurantoin was identified in seven urine cultures, four among nitrofurantoin and three among placebo recipients.","0","Duration of indwelling","6 weeks postop",31503155,"Antibiotic Prophylaxis During Catheter-Managed Postoperative Urinary Retention After Pelvic Reconstructive Surgery: A Randomized Controlled Trial"
"697",NA,NA,NA,NA,NA,NA,31506919,"Combined epidural-general anaesthesia vs general anaesthesia in neonatal gastrointestinal surgery: A randomized controlled trial"
"698",0,"Resistance during f/u not included","",NA,NA,NA,31577678,"The Effect of Prolonged Postoperative Antibiotic Administration on the Rate of Infection in Patients Undergoing Posterior Spinal Surgery Requiring a Closed-Suction Drain: A Randomized Controlled Trial"
"699",0,"Resistance during f/u not included","",NA,NA,NA,31585944,"Penicillin V four times daily for five days versus three times daily for 10 days in patients with pharyngotonsillitis caused by group A streptococci: randomised controlled, open label, non-inferiority study"
"700",NA,NA,NA,NA,NA,NA,31614361,"Efficacy and Safety of Two Fosfomycin Regimens as Antimicrobial Prophylaxis for Transrectal Prostate Biopsy: A Randomised Study"
"701",NA,NA,NA,NA,NA,NA,31618678,"Antibiotic treatment for 6 days versus 12 days in patients with severe cellulitis: a multicentre randomized, double-blind, placebo-controlled, non-inferiority trial"
"702",NA,NA,NA,NA,NA,NA,31626688,"Efficacy and Safety of Intravenous-to-oral Lefamulin, a Pleuromutilin Antibiotic, for the Treatment of Community-acquired Bacterial Pneumonia: The Phase III Lefamulin Evaluation against Pneumonia (LEAP 1) Trial"
"703",NA,NA,NA,NA,NA,NA,31744020,"Ultrasound guided central line insertion in neonates: Pain score results from a prospective study"
"704",NA,NA,NA,NA,NA,NA,31820032,"Selective decontamination of the digestive tract (SDD) in critically ill patients: a narrative review"
"705",NA,NA,NA,NA,NA,NA,31821452,"Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin"
"706",NA,NA,NA,NA,NA,NA,31855922,"Laparoscopic Lavage Versus Aspiration Alone in Perforated Acute Appendicitis: A Prospective Randomized Controlled Study"
"707",NA,NA,NA,NA,NA,NA,31866328,"Inhaled amikacin adjunctive to intravenous standard-of-care antibiotics in mechanically ventilated patients with Gram-negative pneumonia (INHALE): a double-blind, randomised, placebo-controlled, phase 3, superiority trial"
"708",NA,NA,NA,NA,NA,NA,31867616,"Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial"
"709",NA,NA,NA,NA,NA,NA,31941546,"A pilot randomized controlled trial of 7 versus 14 days of antibiotic treatment for bloodstream infection on non-intensive care versus intensive care wards"
"710",NA,NA,NA,NA,NA,NA,31982170,"Evaluation of the efficacy of postoperative antibiotic treatment in transoral endoscopic thyroidectomy: a prospective randomised controlled trial"
"711",0,"Resistance during f/u not included","",NA,NA,NA,32004317,"Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in The Netherlands: A stepped-wedge cluster randomised trial"
"712",NA,NA,NA,NA,NA,NA,32032651,"Microbiological profile of nosocomial infections following cardiac arrest: Insights from the targeted temperature management (TTM) trial"
"713",0,"Resistance during f/u not included","",NA,NA,NA,32044943,"Effect of Vancomycin or Daptomycin With vs Without an Antistaphylococcal β-Lactam on Mortality, Bacteremia, Relapse, or Treatment Failure in Patients With MRSA Bacteremia: A Randomized Clinical Trial"
"714",NA,NA,NA,NA,NA,NA,32101065,"A Comparison of the Relative Safety and Efficacy of Laparoscopic Choledochotomy with Primary Closure and Endoscopic Treatment for Bile Duct Stones in Patients with Cholelithiasis"
"715",NA,NA,NA,NA,NA,NA,32106807,"Clinical effectiveness of a high dose versus the standard dose of meropenem in ventilator-associated pneumonia caused by multidrug-resistant bacteria: A randomized, single-blind clinical trial"
"716",NA,NA,NA,NA,NA,NA,32130261,"Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial"
"717",NA,NA,NA,NA,NA,NA,32140989,"The CABI Trial: an Unblinded Parallel Group Randomised Controlled Feasibility Trial of Long-Course Antibiotic Therapy (28 Days) Compared with Short Course (≤ 10 Days) in the Prevention of Relapse in Adults Treated for Complicated Intra-Abdominal Infection"
"718",NA,NA,NA,NA,NA,NA,32150521,"Multi-Center Prospective Study of Restrictive Post-Operative Antibiotic Treatment of Children with Complicated Appendicitis"
"719",NA,NA,NA,NA,NA,NA,32205769,"Do Antibiotics Reduce the Incidence of Infections After Percutaneous Endoscopic Gastrostomy Placement in Children?"
"720",NA,NA,NA,NA,NA,NA,32267724,"Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial"
"721",NA,NA,NA,NA,NA,NA,32279106,"A comparison of endoscopic transtympanic myringoplasty and endoscopic type I tympanoplasty for repairing medium- to large-sized tympanic membrane perforation: a randomized clinical trial"
"722",NA,NA,NA,NA,NA,NA,32380069,"Efficacy and safety of azithromycin maintenance therapy in primary ciliary dyskinesia (BESTCILIA): a multicentre, double-blind, randomised, placebo-controlled phase 3 trial"
"723",NA,NA,NA,NA,NA,NA,32484534,"Effect of C-Reactive Protein-Guided Antibiotic Treatment Duration, 7-Day Treatment, or 14-Day Treatment on 30-Day Clinical Failure Rate in Patients With Uncomplicated Gram-Negative Bacteremia: A Randomized Clinical Trial"
"724",NA,NA,NA,NA,NA,NA,32539786,"Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial"
"725",NA,NA,NA,NA,NA,NA,32546269,"Short-course antibiotic regimen compared to conventional antibiotic treatment for gram-positive cocci infective endocarditis: randomized clinical trial (SATIE)"
"726",NA,NA,NA,NA,NA,NA,32554534,"Changes in respiratory symptoms during 48-week treatment with ARD-3150 (inhaled liposomal ciprofloxacin) in bronchiectasis: Results from the ORBIT-3 and -4 studies"
"727",NA,NA,NA,NA,NA,NA,32565073,"A single dose of doxycycline after an ixodes ricinus tick bite to prevent Lyme borreliosis: An open-label randomized controlled trial"
"728",NA,NA,NA,NA,NA,NA,32609979,"Amoxicillin for 3 or 5 Days for Chest-Indrawing Pneumonia in Malawian Children"
"729",NA,NA,NA,NA,NA,NA,32609980,"Randomized Trial of Amoxicillin for Pneumonia in Pakistan"
"730",NA,NA,NA,NA,NA,NA,32660517,"Clinical effect modifiers of antibiotic treatment in patients with chronic low back pain and Modic changes - secondary analyses of a randomised, placebo-controlled trial (the AIM study)"
"731",NA,NA,NA,NA,NA,NA,32667982,"Adjunctive Daptomycin in the Treatment of Methicillin-susceptible Staphylococcus aureus Bacteremia: A Randomized, Controlled Trial"
"732",NA,NA,NA,NA,NA,NA,32720608,"Levofloxacin versus ceftriaxone for treatment of acute pyelonephritis in Iranian adults"
"733",NA,NA,NA,NA,NA,NA,32757963,"Procalcitonin to reduce long-term infection-associated adverse events in sepsis a randomized trial"
"734",NA,NA,NA,NA,NA,NA,32857331,"Seven versus Ten Days Antibiotics Course for Acute Pyogenic Meningitis in Children: A Randomized Controlled Trial"
"735",NA,NA,NA,NA,NA,NA,32997386,"Effect of Antibiotics in Preventing Hospitalisations from Respiratory Tract Infections in Children with Down Syndrome"
"736",NA,NA,NA,NA,NA,NA,33058795,"Efficacy and safety of cefiderocol or best available therapy for the treatment of serious infections caused by carbapenem-resistant Gram-negative bacteria (CREDIBLE-CR): a randomised, open-label, multicentre, pathogen-focused, descriptive, phase 3 trial"
"737",NA,NA,NA,NA,NA,NA,33058798,"Cefiderocol versus high-dose, extended-infusion meropenem for the treatment of Gram-negative nosocomial pneumonia (APEKS-NP): a randomised, double-blind, phase 3, non-inferiority trial"
"738",NA,NA,NA,NA,NA,NA,33148981,"Antibiotic Prophylaxis for Percutaneous Endoscopic Gastrostomy in Children: A Randomised Controlled Trial"
"739",NA,NA,NA,NA,NA,NA,33242083,"Three versus six weeks of antibiotic therapy for diabetic foot osteomyelitis: A prospective, randomized, non-inferiority pilot trial"
"740",NA,NA,NA,NA,NA,NA,33560163,"Antimicrobial Prophylaxis in Transurethral Resection of the Prostate: Results of a Randomized Trial"
"741",NA,NA,NA,NA,NA,NA,33574163,"Delayed antibiotic prescription for children with respiratory infections: A randomized trial"
"742",NA,NA,NA,NA,NA,NA,33710111,"The utility of prolonged prophylactic systemic antibiotics (PPSA) for subfascial drains after degenerative spine surgery"
"743",NA,NA,NA,NA,NA,NA,33733692,"The role of intraventricular antibiotic therapy in the treatment of ventriculo-peritoneal shunt infection in children"
"744",NA,NA,NA,NA,NA,NA,33852919,"A randomized trial of Mycobacterium w in severe presumed Gram-negative sepsis (MIST)"
"745",NA,NA,NA,NA,NA,NA,33904295,"Comparison of Short Course Versus Long Course Antibiotic Prophylaxis for Caesarean Section: A Randomised Controlled Trial"
"746",NA,NA,NA,NA,NA,NA,33904798,"The Duration of Antibiotics Prophylaxis at the Time of Catheter Removal after Radical Prostatectomy: Clinically-Integrated, Cluster, Randomized Trial"
"747",1,"","Surveillance sputum, throat, rectum, axilla, and wounds was assessed at the time of ICU admission, once weekly during the stay, at discharge from the ICU, and, if possible, at 7 days after ICU discharge","","","",14522530,"Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial"
"748",1,"",NA,"","","",11967597,"Selective decontamination of subglottic area in mechanically ventilated patients with multiple trauma"
"749",NA,NA,NA,NA,NA,NA,29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial"
"750",NA,NA,NA,NA,NA,NA,23403680,"Tedizolid phosphate vs linezolid for treatment of acute bacterial skin and skin structure infections: the ESTABLISH-1 randomized trial"
