"","PMID","PUI","Title"
"197",32334478,NA,"Efficacy of Omeprazole, Tetracycline, and 4 Times Daily Dosing of Amoxicillin in Helicobacter pylori Eradication in Limited Resource Area in Bhutan: A Prospective Randomized Trial (BHUTAN Study)"
"198",32301701,NA,"Effects of antibiotics on prevention of infection, white blood cell counts, and C-reactive protein levels at different times in the perioperative period of cesarean section "
"199",32281393,NA,"Impact of Cardiac Implantable Electronic Device Infection: A Clinical and Economic Analysis of the WRAP-IT Trial"
"200",32188326,NA,"Healthcare resource utilization in a phase 3 study of CPX-351 in patients with newly diagnosed high-risk/secondary acute myeloid leukemia"
"201",32176792,NA,"Pharmacokinetics and Pharmacodynamics of Linezolid in Patients With Sepsis Receiving Continuous Venovenous Hemofiltration and Extended Daily Hemofiltration"
"202",32170033,NA,"Randomised trial of azithromycin to eradicate Ureaplasma in preterm infants"
"204",32139102,NA,"Does negative pressure wound therapy with irrigation improve clinical outcomes? A randomized clinical trial in patients with diabetic foot infections"
"205",32088687,NA,"Efficacy of infection control pathway in reducing postoperative infections in patients undergoing neurosurgery"
"206",32047014,NA,"Hospital-wide ELectronic medical record evaluated computerised decision support system to improve outcomes of Patients with staphylococcal bloodstream infection (HELP): study protocol for a multicentre stepped-wedge cluster randomised trial"
"207",32044943,NA,"Effect of Vancomycin or Daptomycin With vs Without an Antistaphylococcal β-Lactam on Mortality, Bacteremia, Relapse, or Treatment Failure in Patients With MRSA Bacteremia: A Randomized Clinical Trial"
"208",32030921,NA,"Comparison of 7- and 14-Day Eradication Therapy for Helicobacter pylori with First- and Second-Line Regimen: Randomized Clinical Trial"
"209",32011378,NA,"Does an Antimicrobial Incision Drape Prevent Intraoperative Contamination? A Randomized Controlled Trial of 1187 Patients"
"210",32004317,NA,"Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in The Netherlands: A stepped-wedge cluster randomised trial"
"211",31983158,NA,"Comparison of 10-Day Course of Triple Therapy Versus 14-Day Course for Eradication of Helicobacter pylori Infection in an Indonesian Population: Double-Blinded Randomized Clinical Trial"
"212",31981713,NA,"High-dose rifapentine with or without moxifloxacin for shortening treatment of pulmonary tuberculosis: Study protocol for TBTC study 31/ACTG A5349 phase 3 clinical trial"
"213",31968697,NA,"Influence of Dietary Advice Including Green Vegetables, Beef, and Whole Dairy Products on Recurrent Upper Respiratory Tract Infections in Children: A Randomized Controlled Trial"
"214",31944502,NA,"4-month moxifloxacin containing regimens in the treatment of patients with sputum-positive pulmonary tuberculosis in South India - a randomised clinical trial"
"216",31839279,NA,"Oseltamivir plus usual care versus usual care for influenza-like illness in primary care: an open-label, pragmatic, randomised controlled trial"
"217",31821466,NA,"Efficacy of Adjunctive Zinc in Improving the Treatment Outcomes in Hospitalized Children with Pneumonia: A Randomized Controlled Trial"
"218",31815653,NA,"Short or Long Antibiotic Regimes in Orthopaedics (SOLARIO): a randomised controlled open-label non-inferiority trial of duration of systemic antibiotics in adults with orthopaedic infection treated operatively with local antibiotic therapy"
"219",31744020,NA,"Ultrasound guided central line insertion in neonates: Pain score results from a prospective study"
"220",31734069,NA,"Thermal ablation versus cryotherapy or loop excision to treat women positive for cervical precancer on visual inspection with acetic acid test: pilot phase of a randomised controlled trial"
"221",31690402,NA,"Prophylactic levofloxacin to prevent infections in newly diagnosed symptomatic myeloma: the TEAMM RCT"
"224",31577678,NA,"The Effect of Prolonged Postoperative Antibiotic Administration on the Rate of Infection in Patients Undergoing Posterior Spinal Surgery Requiring a Closed-Suction Drain: A Randomized Controlled Trial"
"225",31574339,NA,"Impact of multiplex respiratory virus testing on antimicrobial consumption in adults in acute care: a randomized clinical trial"
"226",31544471,NA,"Time to First Culture Positivity Among Critically Ill Adults With Methicillin-Resistant Staphylococcus aureus Growth in Respiratory or Blood Cultures"
"227",31532358,NA,"Protocolised non-invasive compared with invasive weaning from mechanical ventilation for adults in intensive care: the Breathe RCT"
"228",31520370,NA,"Comparison of concomitant therapy versus standard triple-drug therapy for eradication of Helicobacter pylori infection: A prospective open-label randomized controlled trial"
"229",31516055,NA,"Probiotic and cranberry supplementation for preventing recurrent uncomplicated urinary tract infections in premenopausal women: a controlled pilot study"
"230",31503155,NA,"Antibiotic Prophylaxis During Catheter-Managed Postoperative Urinary Retention After Pelvic Reconstructive Surgery: A Randomized Controlled Trial"
"231",31467049,NA,"Efficacy of Xuebijing Injection for Sepsis (EXIT-SEP): protocol for a randomised controlled trial"
"232",31441437,NA,"Comparison of Soybean-based Oil and MCT-olive-fish-soy Oil Intravenous Lipid Emulsions on Soluble Adhesion Markers in Preterm Neonates with Sepsis: A Randomized Controlled Trial"
"233",31373271,NA,"Oral versus intravenous antibiotics for bone and joint infections: the OVIVA non-inferiority RCT"
"234",31363328,NA,"STRESS ULCER PROPHYLAXIS AS A RISK FACTOR FOR TRACHEAL COLONIZATION AND HOSPITAL-ACQUIRED PNEUMONIA IN INTENSIVE CARE PATIENTS: IMPACT ON LATENCY TIME FOR PNEUMONIA"
"235",31345462,NA,"Adjunctive sertraline for HIV-associated cryptococcal meningitis: a randomised, placebo-controlled, double-blind phase 3 trial"
"236",31335570,NA,"Safety and Efficacy of Ceftazidime-Avibactam in the Treatment of Children ≥3 Months to <18 Years With Complicated Urinary Tract Infection: Results from a Phase 2 Randomized, Controlled Trial"
"237",31306396,NA,"Safety and Efficacy of Ceftazidime-Avibactam Plus Metronidazole in the Treatment of Children ≥3 Months to <18 Years With Complicated Intra-Abdominal Infection: Results From a Phase 2, Randomized, Controlled Trial"
"238",31298350,NA,"Observation of curative effect of recombinant human basic fibroblast growth factor combined with compound polymyxin B ointment and local application of insulin on wound healing of deep second-degree burn in diabetes mellitus: a randomized study"
"239",31258136,NA,"Can the treatment duration be shortened in bismuth-containing therapies for Helicobacter pylori eradication?"
"240",31230798,NA,"Superiority of silver-foam over porcine xenograft dressings for treatment of scalds in children: A prospective randomised controlled trial"
"241",31229593,NA,"Evaluation of a molecular point-of-care testing for viral and atypical pathogens on intravenous antibiotic duration in hospitalized adults with lower respiratory tract infection: a randomized clinical trial"
"242",31227535,NA,"Protocol for a double-blind placebo-controlled trial to evaluate the efficacy of probiotics in reducing antibiotics for infection in care home residents: the Probiotics to Reduce Infections iN CarE home reSidentS (PRINCESS) trial"
"243",31221165,NA,"Optimising trial designs to identify appropriate antibiotic treatment durations"
"244",31196813,NA,"Solithromycin versus ceftriaxone plus azithromycin for the treatment of uncomplicated genital gonorrhoea (SOLITAIRE-U): a randomised phase 3 non-inferiority trial"
"245",31143442,NA,"Protocol for a comparison study of 1-day (single dose) versus 2-day prophylactic antibiotic administration in Holmium Laser enucleation of the prostate (HoLEP): a randomized controlled trial"
"246",31123008,NA,"Efficacy, safety and impact on antimicrobial resistance of duration and dose of amoxicillin treatment for young children with Community-Acquired Pneumonia: a protocol for a randomIsed controlled Trial (CAP-IT)"
"248",31099712,NA,"Ertapenem Monotherapy versus Gentamicin Plus Metronidazole for Perforated Appendicitis in Pediatric Patients"
"249",31066988,NA,"Effect of Local Polyhexanide Application in Preventing Exit-Site Infection and Peritonitis: A Randomized Controlled Trial"
"250",31063679,NA,"Intraoperative Versus Extended Antibiotic Prophylaxis in Liver Transplant Surgery: A Randomized Controlled Pilot Trial"
"251",31036105,NA,"Comparing the Efficacy of Oral Chloroquine versus Oral Tetracycline in the Treatment of Cutaneous Leishmaniasis"
"252",31023759,NA,"HOspitalised Pneumonia Extended (HOPE) Study to reduce the long-term effects of childhood pneumonia: protocol for a multicentre, double-blind, parallel, superiority randomised controlled trial"
"253",31020541,NA,"Alterations of intestinal flora and the effects of probiotics in children with recurrent respiratory tract infection"
"255",30991815,NA,"Early Otorrhea Rates: A Randomized Trial of Ciprofloxacin versus Saline Drops after Tympanostomy Tubes"
"256",30982631,NA,"Guideline-Based Clinical Assessment Versus Procalcitonin-Guided Antibiotic Use in Pneumonia: A Pragmatic Randomized Trial"
"257",30977312,NA,"Procalcitonin-Guided Treatment on Duration of Antibiotic Therapy and Cost in Septic Patients (PRODA): a Multi-Center Randomized Controlled Trial"
"258",30883056,NA,"Antibacterial Envelope to Prevent Cardiac Implantable Device Infection"
"259",30882137,NA,"Antibiotic Therapy for Pseudomonas aeruginosa Bloodstream Infections: How Long Is Long Enough?"
"260",30858203,NA,"Clinical Data on Daptomycin plus Ceftaroline versus Standard of Care Monotherapy in the Treatment of Methicillin-Resistant Staphylococcus aureus Bacteremia"
"261",30857514,NA,"A protocol for a phase 3 multicentre randomised controlled trial of continuous versus intermittent β-lactam antibiotic infusion in critically ill patients with sepsis: BLING III"
"262",30832678,NA,"Effect of enhancing audit and feedback on uptake of childhood pneumonia treatment policy in hospitals that are part of a clinical network: a cluster randomized trial"
"263",30776365,NA,"Rapid Detection of Methicillin-Resistant Staphylococcus aureus in BAL: A Pilot Randomized Controlled Trial"
"264",30767047,NA,"Bacteriotherapy with Streptococcus salivarius 24SMB and Streptococcus oralis 89a oral spray for children with recurrent streptococcal pharyngotonsillitis: a randomized placebo-controlled clinical study"
"265",30764769,NA,"Procalcitonin, mid-regional proadrenomedullin and C-reactive protein in predicting treatment outcome in community-acquired febrile urinary tract infection"
"266",30726692,NA,"Omadacycline for Community-Acquired Bacterial Pneumonia"
"267",30726689,NA,"Omadacycline for Acute Bacterial Skin and Skin-Structure Infections"
"268",30711321,NA,"No role for antiseptics in routine pin site care in Ilizarov fixators: A randomised prospective single blinded control study"
"269",30705369,NA,"A pilot, open labelled, randomised controlled trial of hypertonic saline nasal irrigation and gargling for the common cold"
