,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
462,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,22407197,IV Penicillin G is as effective as IV cefuroxime in treating community-acquired pneumonia in children,,,,,,,,,,,,,,,,,
467,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,22563210,"Comparison of ertapenem and ceftriaxone therapy for acute pyelonephritis and other complicated urinary tract infections in Korean adults: a randomized, double-blind, multicenter trial",,,,,,,,,,,,,,,,,
469,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,22672447,Primary anastomosis vs nonrestorative resection for perforated diverticulitis with peritonitis: A prematurely terminated randomized controlled trial,,,,,,,,,,,,,,,,,
470,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,22687509,In Vitro activity and microbiological efficacy of tedizolid (TR-700) against gram-positive clinical isolates from a phase 2 study of oral tedizolid phosphate (TR-701) in patients with complicated skin and skin structure infections,,,,,,,,,,,,,,,,,
473,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,22742765,Clinical and microbiological efficacy of continuous versus intermittent application of meropenem in critically ill patients: a randomized open-label controlled trial,,,,,,,,,,,,,,,,,
482,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,23135343,"Safety, efficacy and convenience of colistimethate sodium dry powder for inhalation (Colobreathe DPI) in patients with cystic fibrosis: a randomised study",,,,,,,,,,,,,,,,,
488,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,23391714,"Comparative study of the efficacy and safety of ceftazidime/avibactam plus metronidazole versus meropenem in the treatment of complicated intra-abdominal infections in hospitalized adults: results of a randomized, double-blind, Phase II trial",,,,,,,,,,,,,,,,,
489,0,0,Intervention (not antibiotics or duration),topical,NA,NA,NA,23415776,Evaluation of moxifloxacin 0.5% in treatment of nonperforated bacterial corneal ulcers: A randomized controlled trial,,,,,,,,,,,,,,,,,
497,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,23636182,The use of erythromycin and colistin-loaded cement in total knee arthroplasty does not reduce the incidence of infection : A prospective randomized study in 3000 knees,,,,,,,,,,,,,,,,,
499,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,23742102,A prospective randomised comparative parallel study of amniotic membrane wound graft in the management of diabetic foot ulcers,,,,,,,,,,,,,,,,,
503,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,23990341,"Safety and efficacy of daptomycin as first-line treatment for complicated skin and soft tissue infections in elderly patients: an open-label, multicentre, randomized phase IIIb trial",,,,,,,,,,,,,,,,,
504,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24022431,"Acute cholecystitis: Early versus delayed cholecystectomy, a multicenter randomized trial (ACDC Study, NCT00447304)",,,,,,,,,,,,,,,,,
509,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24135482,Prospective randomized comparison of retroperitoneoscopic pyelolithotomy versus percutaneous nephrolithotomy for solitary large pelvic kidney stones,,,,,,,,,,,,,,,,,
510,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24274912,Eradication of carbapenem-resistant Enterobacteriaceae gastrointestinal colonization with nonabsorbable oral antibiotic treatment: A prospective controlled trial,,,,,,,,,,,,,,,,,
514,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24549966,"Treatment of distal tibial shaft fractures by three different surgical methods: A randomized, prospective study",,,,,,,,,,,,,,,,,
516,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24561207,Prospective randomized trial of ACUSEAL versus vascu-guard patching in carotid endarterectomy,,,,,,,,,,,,,,,,,
520,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24618401,"A prospective, randomised comparative study of weekly versus biweekly application of dehydrated human amnion/chorion membrane allograft in the management of diabetic foot ulcers",,,,,,,,,,,,,,,,,
523,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,24679882,"Retrograde intrarenal surgery monotherapy versus shock wave lithotripsy for stones 10 to 20 mm in preschool children: A prospective, randomized study",,,,,,,,,,,,,,,,,
527,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25130289,A randomized trial of cefozopran versus cefepime as empirical antibiotic treatment of febrile neutropenia in pediatric cancer patients,,,,,,,,,,,,,,,,,
538,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25448332,A randomized phase 2 study comparing two doses of delafloxacin with tigecycline in adults with complicated skin and skin-structure infections,,,,,,,,,,,,,,,,,
543,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25591488,Utility of electrofusion for the femoral approach in vascular surgery: A randomized prospective study,,,,,,,,,,,,,,,,,
544,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25610505,Quantitative culture of endotracheal aspirate and BAL fluid samples in the management of patients with ventilator-associated pneumonia: a randomized clinical trial,,,,,,,,,,,,,,,,,
552,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25803626,"Perioperative synbiotics decrease postoperative complications in periampullary neoplasms: a randomized, double-blind clinical trial",,,,,,,,,,,,,,,,,
553,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25835116,The efficacy and the immunomodulatory effect of rifaximin in prophylaxis of spontaneous bacterial peritonitis in cirrhotic Egyptian patients,,,,,,,,,,,,,,,,,
556,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25851059,Efficacy of 1% acetic acid in the treatment of chronic wounds infected with Pseudomonas aeruginosa: prospective randomised controlled clinical trial,,,,,,,,,,,,,,,,,
557,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25888180,A cluster randomized trial for the implementation of an antibiotic checklist based on validated quality indicators: the AB-checklist,,,,,,,,,,,,,,,,,
560,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,25959848,Improved sepsis bundles in the treatment of septic shock: a prospective clinical study,,,,,,,,,,,,,,,,,
567,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,26262568,Comparison of Tension-Band Wiring With the Cable Pin System in Patella Fractures: A Randomized Prospective Study,,,,,,,,,,,,,,,,,
569,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,26270469,"Efficacy of sodium hypochlorite (bleach) baths to reduce Staphylococcus aureus colonization in childhood onset moderate-to-severe eczema: A randomized, placebo-controlled cross-over trial",,,,,,,,,,,,,,,,,
576,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,26612093,A clinical evaluation of efficacy and safety of cefepime monotherapy versus piperacillin-tazobactam in patients of paediatric age group with febrile neutropenia in a tertiary care centre of north India,,,,,,,,,,,,,,,,,
582,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,26732807,Syndrome Evaluation System (SES) versus Blood Culture (BACTEC) in the Diagnosis and Management of Neonatal Sepsis--A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
595,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,27093162,"A Randomized, Prospective Study of Pediatric Patients With Community-acquired Pneumonia Treated With Ceftaroline Versus Ceftriaxone",,,,,,,,,,,,,,,,,
597,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,27289276,"Anatomic Double-Bundle Anterior Cruciate Ligament Reconstruction With a Hamstring Tendon Autograft and Fresh-Frozen Allograft: A Prospective, Randomized, and Controlled Study",,,,,,,,,,,,,,,,,
598,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,27313268,"Ceftazidime-avibactam Versus Doripenem for the Treatment of Complicated Urinary Tract Infections, Including Acute Pyelonephritis: RECAPTURE, a Phase 3 Randomized Trial Program",,,,,,,,,,,,,,,,,
610,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,27918382,Conventional Versus Prolonged Infusion of Meropenem in Neonates With Gram-negative Late-onset Sepsis: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
615,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,28161927,Optimal Duration for the Use of 0.5% LevofloxacinEye Drops Before Vitreoretinal Surgery,,,,,,,,,,,,,,,,,
617,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,28219588,"Early Removal of Double-J Stents Decreases Urinary Tract Infections in Living Donor Renal Transplantation: A Prospective, Randomized Clinical Trial",,,,,,,,,,,,,,,,,
618,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,28263245,The Treatment of Possible Severe Infection in Infants: An Open Randomized Safety Trial of Parenteral Benzylpenicillin and Gentamicin Versus Ceftriaxone in Infants <60 days of Age in Malawi,,,,,,,,,,,,,,,,,
619,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,28274772,A double-blind randomized controlled trial of ibuprofen compared to placebo for uncomplicated cellulitis of the upper or lower limb,,,,,,,,,,,,,,,,,
640,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,29132478,Treatment for Symptomatic Bacterial Vaginosis: ARandomized Controlled Trial,,,,,,,,,,,,,,,,,
645,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,29406465,Randomized Multicenter Study Comparing Safety and Efficacy of Daptomycin Versus Standard-of-care in Pediatric Patients With Staphylococcal Bacteremia,,,,,,,,,,,,,,,,,
650,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,29704955,Comparison of plate osteosynthesis versus non-operative management for mid-shaft clavicle fractures—A prospective study,,,,,,,,,,,,,,,,,
664,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,30278428,"Impact of the preoperative use of synbiotics in colorectal cancer patients: A prospective, randomized, double-blind, placebo-controlled study",,,,,,,,,,,,,,,,,
668,0,0,Intervention (not antibiotics or duration),rifampicin resistant Staph included as outcome but rifampicin is used as an adjunct,NA,NA,NA,30382016,Adjunctive rifampicin to reduce early mortality from Staphylococcus aureus bacteraemia: the ARREST RCT,,,,,,,,,,,,,,,,,
674,0,0,Intervention (not antibiotics or duration),Intervention included fecal transplant,NA,NA,NA,30616014,A 5-day course of oral antibiotics followed by faecal transplantation to eradicate carriage of multidrug-resistant Enterobacteriaceae: a randomized clinical trial,,,,,,,,,,,,,,,,,
688,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31099712,Ertapenem Monotherapy versus Gentamicin Plus Metronidazole for Perforated Appendicitis in Pediatric Patients,,,,,,,,,,,,,,,,,
690,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31171029,"Therapeutic drug monitoring-based dose optimisation of piperacillin/tazobactam to improve outcome in patients with sepsis (TARGET): A prospective, multi-centre, randomised controlled trial",,,,,,,,,,,,,,,,,
692,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31203871,Antibacterial efficacy of handrubbing for 15 versus 30 seconds: EN 1500-based randomized experimental study with different loads of Staphylococcus aureus and Escherichia coli,,,,,,,,,,,,,,,,,
693,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31306396,"Safety and Efficacy of Ceftazidime-Avibactam Plus Metronidazole in the Treatment of Children ≥3 Months to <18 Years With Complicated Intra-Abdominal Infection: Results From a Phase 2, Randomized, Controlled Trial",,,,,,,,,,,,,,,,,
695,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31373271,Oral versus intravenous antibiotics for bone and joint infections: the OVIVA non-inferiority RCT,,,,,,,,,,,,,,,,,
697,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31506919,Combined epidural-general anaesthesia vs general anaesthesia in neonatal gastrointestinal surgery: A randomized controlled trial,,,,,,,,,,,,,,,,,
703,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31744020,Ultrasound guided central line insertion in neonates: Pain score results from a prospective study,,,,,,,,,,,,,,,,,
706,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31855922,Laparoscopic Lavage Versus Aspiration Alone in Perforated Acute Appendicitis: A Prospective Randomized Controlled Study,,,,,,,,,,,,,,,,,
709,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,31941546,A pilot randomized controlled trial of 7 versus 14_days of antibiotic treatment for bloodstream infection on non-intensive care versus intensive care wards,,,,,,,,,,,,,,,,,
714,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,32101065,A Comparison of the Relative Safety and Efficacy of Laparoscopic Choledochotomy with Primary Closure and Endoscopic Treatment for Bile Duct Stones in Patients with Cholelithiasis,,,,,,,,,,,,,,,,,
715,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,32106807,"Clinical effectiveness of a high dose versus the standard dose of meropenem in ventilator-associated pneumonia caused by multidrug-resistant bacteria: A randomized, single-blind clinical trial",,,,,,,,,,,,,,,,,
721,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,32279106,A comparison of endoscopic transtympanic myringoplasty and endoscopic type I tympanoplasty for repairing medium- to large-sized tympanic membrane perforation: a randomized clinical trial,,,,,,,,,,,,,,,,,
730,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,32660517,"Clinical effect modifiers of antibiotic treatment in patients with chronic low back pain and Modic changes - secondary analyses of a randomised, placebo-controlled trial (the AIM study)",,,,,,,,,,,,,,,,,
737,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,33058798,"Cefiderocol versus high-dose, extended-infusion meropenem for the treatment of Gram-negative nosocomial pneumonia (APEKS-NP): a randomised, double-blind, phase 3, non-inferiority trial",,,,,,,,,,,,,,,,,
744,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,33852919,A randomized trial of Mycobacterium w in severe presumed Gram-negative sepsis (MIST),,,,,,,,,,,,,,,,,
22,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,11009140,Doxycycline and rifampicin for mild scrub-typhus infections in northern Thailand: a randomised trial,,,,,,,,,,,,,,,,,
