study_no,PMID,title,country,setting,study_type,abx_tx_site,colonisation_site,abx_type,abx_route,resistance_type,bacteria_reported,cluster_rand,n_cluster,abx_dur,n_ind_contributedsamples,n_sample,time_baseline_endoffu,los,n_ind_outcome,n_possample_outcome,comments,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Enterococcus,0,NA,0,207,207,1,NA,4,4,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,E coli,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Klebsiella pneumoniae,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Pseudomonas,0,NA,0,207,207,1,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Staph aureus,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Enterococcus,0,NA,0,207,207,1,NA,33,33,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,E coli,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Proteus,0,NA,0,207,207,1,NA,10,10,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Other Enterobacteriaceae,0,NA,0,207,207,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Pseudomonas,0,NA,0,207,207,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Ciprofloxacin,Klebsiella pneumoniae,0,NA,4,175,175,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Ciprofloxacin,Other Enterobacteriaceae,0,NA,4,175,175,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Ciprofloxacin,Staph aureus,0,NA,4,175,175,1,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Ciprofloxacin,Enterococcus,0,NA,4,175,175,1,NA,13,13,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,E coli,0,NA,4,175,175,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Klebsiella pneumoniae,0,NA,4,175,175,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Other Enterobacteriaceae,0,NA,4,175,175,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Pseudomonas,0,NA,4,175,175,1,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Acinectobacter baumannii,0,NA,4,175,175,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Staph aureus,0,NA,4,175,175,1,NA,6,6,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Gentamicin,Enterococcus,0,NA,4,175,175,1,NA,53,53,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Polymyxin,Proteus,0,NA,4,175,175,1,NA,9,9,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Polymyxin,Other Enterobacteriaceae,0,NA,4,175,175,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Polymyxin,Pseudomonas,0,NA,4,175,175,1,NA,5,5,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Oxacillin,Staph aureus,0,NA,4,175,175,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Polymyxin,Proteus,0,NA,4,144,144,1,NA,6,6,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Polymyxin,Pseudomonas,0,NA,4,144,144,1,NA,4,4,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,"Combination (ciprofloxacin, gentamicin and polymyxin)",Oral and IV,Oxacillin,Staph aureus,0,NA,4,144,144,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Klebsiella pneumoniae,0,NA,0,203,203,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Staph aureus,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Enterococcus,0,NA,0,203,203,1,NA,5,5,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,E coli,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Acinectobacter baumannii,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Staph aureus,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Enterococcus,0,NA,0,203,203,1,NA,39,39,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,E coli,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Proteus,0,NA,0,203,203,1,NA,15,15,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Other Enterobacteriaceae,0,NA,0,203,203,1,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Pseudomonas,0,NA,0,203,203,1,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Oxacillin,Staph aureus,0,NA,0,203,203,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Klebsiella pneumoniae,0,NA,0,171,171,28,NA,1,1,Follow up times not reported,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Pseudomonas,0,NA,0,171,171,28,NA,2,2,"Quantitative cultures of the oropharynx, trachea, and stomach were obtained from each patient on admission and according to the following schedule: Days 2 or 3, 5 or 6, 8 or 9, 11 or 12, 14 or 15, 20 or 21, and 27 or 28. This was followed by two to three ",,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Acinectobacter baumannii,0,NA,0,171,171,28,NA,2,2,"The median length of ICU stay was 10 days for both groups, and the interquartile ranges between the first and third quartiles were 5 to 19 days (maximum, 120) and 5 to 23 days (maximum, 171) for the prophylaxis and placebo group, respectively.",,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Staph aureus,0,NA,0,171,171,28,NA,9,9,Assume during study = 28 days ,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Enterococcus,0,NA,0,171,171,28,NA,18,18,Assume end of study = 56 days,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Proteus,0,NA,0,171,171,28,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Other Enterobacteriaceae,0,NA,0,171,171,28,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Pseudomonas,0,NA,0,171,171,28,NA,10,10,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Staph aureus,0,NA,0,171,171,28,NA,11,11,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Enterococcus,0,NA,0,171,171,28,NA,88,88,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,E coli,0,NA,0,171,171,28,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Klebsiella pneumoniae,0,NA,0,171,171,28,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Proteus,0,NA,0,171,171,28,NA,29,29,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Other Enterobacteriaceae,0,NA,0,171,171,28,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Pseudomonas,0,NA,0,171,171,28,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Oxacillin,Staph aureus,0,NA,0,171,171,28,NA,7,7,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Staph aureus,0,NA,0,138,138,56,NA,4,4,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Enterococcus,0,NA,0,138,138,56,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Pseudomonas,0,NA,0,138,138,56,NA,3,3,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Staph aureus,0,NA,0,138,138,56,NA,4,4,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Gentamicin,Enterococcus,0,NA,0,138,138,56,NA,30,30,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Proteus,0,NA,0,138,138,56,NA,10,10,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Other Enterobacteriaceae,0,NA,0,138,138,56,NA,2,2,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Polymyxin,Staph aureus,0,NA,0,138,138,56,NA,1,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
