No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
23,30318069,"Re: Angela Huttner, Arina Kowalczyk, Adi Turjeman, et al. Effect of 5-Day Nitrofurantoin vs Single-dose Fosfomycin on Clinical Resolution of Uncomplicated Lower Urinary Tract Infection in Women: A Randomized Clinical Trial. JAMA 2018;319:1781–9",2018,JAMA,adult,"100 mg 3 times a day for 5 days (n = 255), or a single 3-g dose of oral fosfomycin (n = 258)",arbitrary durations,0,0,NA,Uncomplicated Lower Urinary Tract Infection,Urinary tract infection,0,513,outpatient,"Switzerland; Lodz, Poland; and Petah-Tiqva, Israel",high,1,5,Not reported,Not reported,simple randomization,superiority,NA,mITT,PP,0,0,NA,"clinical response in the 28 (±7) days following completion of therapy, defined as clinical resolution (complete resolution of symptoms and signs of UTI without prior failure), failure (need for additional or change in antibiotic treatment due to a UTI or discontinuation due to lack of efficacy), or indeterminate (either persistence of symptoms without objective evidence of infection or any extenuating circumstances precluding a classification of clinical resolution or failure). Clinical resolution was thus a lack of prior failure with complete resolution of symptoms at the date of the examination, indeterminate response was a lack of prior failure yet with persistence of symptoms without objective evidence of infection, and clinical failure at any time point was carried through to the end of the study.",1,0,1,258,255,485,237,237,Not reported,Not reported,Self reporting,missing data,investigator initiated,clinical syndrome with laboratory test,,fosfomycin,nitrofurantoin,0,28,attended 2 follow-up visits at 14 (±2) and 28 (±7) days after completion of antibiotic therapy; urine cultures were collected at all scheduled and unscheduled visits,"clinical response in the 28 (±7) days following completion of therapy, defined as clinical resolution (complete resolution of symptoms and signs of UTI without prior failure), failure (need for additional or change in antibiotic treatment due to a UTI or discontinuation due to lack of efficacy), or indeterminate (either persistence of symptoms without objective evidence of infection or any extenuating circumstances precluding a classification of clinical resolution or failure). Clinical resolution was thus a lack of prior failure with complete resolution of symptoms at the date of the examination, indeterminate response was a lack of prior failure yet with persistence of symptoms without objective evidence of infection, and clinical failure at any time point was carried through to the end of the study.",0,0,0,1,1,1,0,0,42,30,0,
24,29781043,Comparison of Four Days Versus Seven Days Duration of Antibiotic Therapy for Neonatal Pneumonia: A Randomized Controlled Trial,2018,Indian J Paed,neonate,total of 4 d (Study group) or 7 d (Control group) of antibiotic therapy (intravenous Ceftriaxone 100 mg/kg in two divided doses plus Amikacin 15 mg/kg once daily),arbitrary durations,0,0,NA,Neonatal pneumonia,Lower respiratory tract infection,0,70,inpatient,India,lower middle,4,7,Not reported,Not reported,simple randomization,non-inferiority,6,ITT,none,0,NA,NA,absolute difference,1,1,0,35,35,70,Not reported,Not reported,Not reported,Not reported,Medical chart,NA,investigator initiated,clinical syndrome,,"ceftriaxone, amikacin","ceftriaxone, amikacin",0,3,"3 d after discharge and then weekly for up to 28 d after enrollment to look for any recurrence of symptoms, namely fast breathing, nasal flaring, grunting, chest retractions, poor feeding, lethargy, fever or cold to touch, abdominal distention, or any other morbidity (danger signs)",treatment failure in each group within 3 d of discharge,0,0,0,1,0,0,1,"hospital los, direct costs",0,0,0,sample size calculated based on 6% NI margin but only 35 per group?
25,29781385,Procalcitonin-guided use of antibiotics for lower respiratory tract infection,2018,NEJM,adult,"patients who presented to the emergency department with a suspected lower respiratory tract infection and for whom the treating physician was uncertain whether antibiotic therapy was indicated to one of two groups: the procalcitonin group, in which the treating clinicians were provided with real-time initial (and serial, if the patient was hospitalized) procalcitonin assay results and an antibiotic use guideline with graded recommendations based on four tiers of procalcitonin levels, or the usual-care group",inflammatory markers,0,0,NA,Clinical suspicion of pneumonia,Lower respiratory tract infection,0,1664,inpatient,USA,high,NA,NA,4,4,simple randomization,non-inferiority,4.5,ITT,PP,0,0,NA,absolute difference,1,0,1,830,834,1656,696,830,134,0,Medical chart,withdrew consent,bioMérieux,clinical syndrome,,various,various,0,30,30 days after enrolment,"adverse outcomes that could be attributable to withholding antibiotics in lower respiratory tract infection, within 30 days after enrollment",0,0,0,1,0,0,0,0,12,13,2,
26,27759623,Duration of Antimicrobial Prophylaxis in Patients Undergoing Major Hepatectomy With Extrahepatic Bile Duct Resection: A Randomized Controlled Trial,2018,Ann surg,adult,Patients with suspected hilar obstruction scheduled to undergo complicated hepatectomy after biliary drainage were randomized to 2-day (antibiotic treatment on days 1 and 2) or 4-day (on days 1 to 4) groups. Antibiotics were selected based on preoperative bile culture.,arbitrary durations,0,0,NA,Prophylaxis in Patients Undergoing Major Hepatectomy With Extrahepatic Bile Duct Resection,Prophylaxis (post-surgery),1,86,inpatient,Japan,high,2,4,Not reported,Not reported,simple randomization,non-inferiority,20,ITT,none,0,NA,NA,absolute difference,1,1,0,43,43,86,43,43,0,0,Medical chart,NA,investigator initiated,NA,"Cefazolin (CEZ) was the most frequently used, followed by sulbactum/ampicillin (SBT/ABPC), ceftriaxone (CTRX), and cefepime (CFPM)",various,various,1,30,30 days after operation,postoperative infectious complications,0,0,0,1,0,0,0,hospital los,30,33,0,
27,29663044,Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study,2018,Intensive care med,adult,"Circulating PCT levels were sequentially assessed at inclusion (PCT-H0), at 6 h after inclusion (PCT-H6), and on days 1, 3 and 5 after inclusion. PCT levels were measured by Elecsys BRAHMS PCT immunoassay (Roche Diagnostics, Mannheim, Germany) using a cobas e411 analyzer, according to the manufacturer’s instructions.
 
 In the PCT group, the antibiotic treatment was guided by serum procalcitonin levels. The patients were classified into the following three groups based on the probability of bacterial infection, according to the PCT level, which was measured as described in previous reports [4–7] and our prospective pilot studies in the indicated setting [12, 13]: group 1, PCT < 0.1 μg/L, which indicated that no bacterial infection was present, and the initiation or continuation of antibiotics was strongly discouraged; group 2, PCT > 0.1 and < 0.25 μg/L, which indicated that bacterial infection was possible [12, 13], and the initiation or continuation of antibiotics was encouraged; and group 3, PCT > 0.25 μg/L, which indicated that bacterial infection was present, and the initiation or continuation of antibiotics was strongly encouraged. In addition, the investigators were encouraged to discontinue antibiotics when the PCT concentration was less than 90% of the peak concentration or an absolute concentration less than 0.1 μg/L was noted.",inflammatory markers,0,0,NA,acute exacerbations of COPD admitted to the ICU,Lower respiratory tract infection,0,302,ICU,France,high,NA,NA,5,5,stratified randomisation,non-inferiority,12,ITT,none,0,NA,NA,absolute difference,1,0,1,151,151,302,Not reported,Not reported,Not reported,Not reported,Not reported,NA,investigator initiated,clinical syndrome with laboratory test,"Antibiotic therapy during the first 48 h after inclusion included: cephalosporins (31%), macrolides (25%), antipseudomonal penicillins (19%), aminopenicillins (18%), and fluoroquinolones (5%). Patients with pneumonia received combination therapy in 88% of cases (52/64 in PCT group and 58/61 in control group, p = 0.013).",various,various,0,90,3 months after randomisation,all cause mortality,0,0,0,1,0,0,0,0,20,14,17,mortality not really a direct effect??
28,30264119,Effect of Algorithm-Based Therapy vs Usual Care on Clinical Success and Serious Adverse Events in Patients with Staphylococcal Bacteremia: A Randomized Clinical Trial,2018,JAMA,adult,algorithm-based therapy vs usual practice,treatment protocol,0,0,NA,Staph BSI,Bloodstream infection,1,509,inpatient,USA,high,NA,NA,4,6,simple randomization,non-inferiority,15,ITT,PP,0,0,NA,absolute difference,1,0,1,255,254,509,207,203,Not reported,Not reported,Not reported,NA,investigator initiated,culture of sterile site,The choice and duration of antibiotics in the usual practice group was determined by the treating physician,various,various,1,42,42 days beyond end of therapy for those with Staphylococcus aureus and 28 days for those with coagulase-negative staphylococcal bacteremia,clinical success,0,0,0,1,0,0,0,0,18,19,6,
29,28283830,Is 5 days of oral fluoroquinolone enough for acute uncomplicated pyelonephritis? The DTP randomized trial,2017,Eur J Clin Microbiol Infect Dis,adult,omparing 5 days to 10 days of fluoroquinolone treatment,arbitrary durations,0,0,NA,uncomplicated pyelonephritis,Urinary tract infection,0,100,outpatient,France,high,5,10,Not reported,Not reported,simple randomization,non-inferiority,not reported,ITT,none,0,NA,NA,absolute difference,1,1,0,49,51,88,23,20,Not reported,Not reported,Not reported,NA,investigator initiated,clinical syndrome,,Fluoroquinolone,Fluoroquinolone,1,30,30 days after end of treatment,clinical cure,0,0,0,1,1,0,0,0,7,5,0,
30,29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial",2017,Lancet Haematology,adult,"For the experimental group, EAT was withdrawn after 72 h or more of apyrexia plus clinical recovery; for the control group, treatment was withdrawn when the neutrophil count was also 0·5 × 109 cells per L or higher.",treatment protocol,0,0,NA,febrile neutropenia,Prophylaxis (immunocompromised),0,157,inpatient,Spain,high,NA,NA,Not reported,Not reported,simple randomization,superiority,NA,ITT,PP,0,0,NA,duration of antibiotic free days,1,0,1,78,79,157,66,66,Not reported,Not reported,Not reported,NA,investigator initiated,clinical syndrome,antipseudomonal β-lactam drug as monotherapy or as combination therapy,various,various,0,30,median 30 days,duration of antibiotic free days,0,1,1,1,0,0,1,0,NA,NA,3,clinical outcomes reported were side effects of antibiotics 
31,28711318,"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)",2017,Lancet,neonate,"Using score to risk stratify for probability of infection (included population of patients with low risk of infection), then use procalcitonin",inflammatory markers,0,0,NA,early-onset sepsis,Lower respiratory tract infection,0,1710,ICU,"Netherlands, Switzerland, Canada, Czech",high,NA,NA,2,3,simple randomization,non-inferiority,2,ITT,mITT,1,1,long,absolute difference,1,0,1,866,844,1710,565,435,180,198,Medical chart,NA,investigator initiated,clinical syndrome,,various,various,1,30,first month of life,re-infection or death in the first month of life,1,0,0,1,0,0,0,hospital los,1,1,1,PP population analysed included those not adherent to the protocol. I have subtracted those numbers from the PP population (really should be mITT). Infection deemed unlikely in 42%
32,28666965,Individualizing duration of antibiotic therapy in community-acquired pneumonia,2017,Pulmonary Pharmacology & Therapeutics,adult,patients with CAP reaching clinical stability within 5 days after hospitalization were randomized to a standard vs. individualized antibiotic duration,treatment protocol,0,0,NA,CAP,Lower respiratory tract infection,0,260,inpatient,Italy,high,NA,NA,Not reported,Not reported,stratified randomisation,non-inferiority,5,ITT,PP,1,1,long,absolute difference,1,1,0,125,135,260,81,135,Not reported,Not reported,Not reported,NA,investigator initiated,clinical syndrome,,various,various,0,30,30 days following CAP diagnosis and including any of the following conditions: (1) pneumonia-related complications,"composite study outcome occurring within 30 days following CAP diagnosis and including any of the following conditions: (1) pneumonia-related complications (e.g., lung abscess, empyema); (2) clinical failure during hospitalization (definition in the online data supplement); (3) a new antibiotic course after discontinuation of antibiotic therapy prescribed for the pneumonia, (4) re-hospitalization from any reason; (5) death from any reason",1,0,0,1,0,0,1,hospital los,11,7,2,
33,28219190,Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment of sepsis patients,2017,Zhonghua Yi Xue Za Zhi,adult,"In the procalcitonin-guided group, a non-binding advice to discontinue antibiotics was provided if procalcitonin concentration had decreased by 90% or more of its peak value or to 0.25 μg/L or lower.In the regular antibiotic group, patients were treated according to principle of antimicrobial usage.",inflammatory markers,0,0,0,non-specific,Sepsis,0,156,ICU,China,high middle,NA,NA,8,10,missing,difference,NA,ITT,none,0,NA,NA,absolute difference,missing,missing,0,79,77,156,missing,misisng,misisng,misisng,misisng,NA,missing,clinical syndrome,Patients who received antibiotics for presumed infection according to principle of antimicrobial usage.,various,various,1,during hospitalisation,missing,missing,0,0,0,1,missing,missing,missing,hospital los,missing,missing,missing,only abstract available
34,28366170,"Treatment duration of febrile urinary tract infection: a pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women",2017,BMC medicine,adult,receive antibiotic treatment for 7 or 14 days (the second week being ciprofloxacin 500 mg or placebo orally twice daily),arbitrary durations,1,0,NA,febrile UTI in man and women,Urinary tract infection,0,200,outpatient,Netherland,high,7,14,Not reported,Not reported,stratified randomisation,non-inferiority,10,ITT,PP,0,0,NA,absolute difference,1,1,0,97,103,194,92,93,Not reported,Not reported,Not reported,"loss to follow up, protocol deviation",investigator initiated,clinical syndrome with laboratory test,"The first week of treatment was open label. In the second week, treatment was continued double-blinded, with either ciprofloxacin 500 mg or placebo orally twice daily (identical capsules for placebo and ciprofloxacin were used), according to randomization code.. In inpatients, the treating physician could administer discretionary empirical intravenous antibiotics at the start of treatment according to local guidelines (in all participating centers: a β-lactam antibiotic ± aminoglycoside). These patients were switched as soon as deemed possible to open label oral ciprofloxacin (non-blinded) up to the seventh day after inclusion (equal to day of presentation with febrile UTI and start of antibiotic treatment).",ciprofloxacin,ciprofloxacin,1,18,primary endpoint was the clinical cure rate through the 10- to 18-day post-treatment visit with preset subgroup analysis including sex,clinical cure rate through the 10- to 18-day post-treatment visit with preset subgroup analysis including sex,0,0,0,1,1,0,1,0,6,7,0,"Women with fUTI can be treated successfully with antibiotics for 7 days. In men, 7 days of antibiotic treatment for fUTI is inferior to 14 days during short-term follow-up but it is non-inferior when looking at longer follow-up."
