"","PMID","PUI","Title","Publication.Year"
"196",15365537,NA,"Efficacy and safety of oral telithromycin once daily for 5 days versus moxifloxacin once daily for 10 days in the treatment of acute bacterial rhinosinusitis",2004
"197",15361727,NA,"Two dosages of clarithromycin for five days, amoxicillin/clavulanate for five days or penicillin V for ten days in acute group A streptococcal tonsillopharyngitis",2004
"198",15328092,NA,"Double-blind, randomized study of the efficacy and safety of oral pharmacokinetically enhanced amoxicillin-clavulanate (2,000/125 milligrams) versus those of amoxicillin-clavulanate (875/125 milligrams), both given twice daily for 7 days, in treatment of bacterial community-acquired pneumonia in adults",2004
"199",15356779,NA,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury",2004
"200",15303634,NA,"Gemifloxacin once daily for 7 days compared to amoxicillin/clavulanic acid thrice daily for 10 days for the treatment of community-acquired pneumonia of suspected pneumococcal origin",2004
"201",15303633,NA,"A randomized, double-blind study comparing 5 days oral gemifloxacin with 7 days oral levofloxacin in patients with acute exacerbation of chronic bronchitis",2004
"202",15194131,NA,"Gatifloxacin 400 mg as a single shot or 200 mg once daily for 3 days is as effective as ciprofloxacin 250 mg twice daily for the treatment of patients with uncomplicated urinary tract infections",2004
"203",15128726,NA,"Improving appropriateness of antibiotic therapy: randomized trial of an intervention to foster reassessment of prescription after 3 days",2004
"204",15140342,NA,"Comparison of hospitalization rates in patients with community-acquired pneumonia treated with 10 days of telithromycin or clarithromycin",2004
"205",15140341,NA,"Comparison of hospitalization rates in patients with community-acquired pneumonia treated with telithromycin for 5 or 7 days or clarithromycin for 10 days",2004
"206",15041875,NA,"[Treatment of functional signs of acute maxillary rhinosinusitis in adults. Efficacy and tolerance of administration of oral prednisone for 3 days]",2004
"207",15302637,NA,"Comparison of short-course (5 days) and standard (10 days) treatment for uncomplicated cellulitis",2004
"208",15249757,NA,"Effects of co-administration of ibuprofen-lysine on the pharmacokinetics of amikacin in preterm infants during the first days of life",2004
"209",14625336,NA,"Comparison of 8 vs 15 days of antibiotic therapy for ventilator-associated pneumonia in adults: a randomized trial",2003
"210",14503094,NA,"Efficacy and tolerability of telithromycin for 5 or 10 days vs amoxicillin/clavulanic acid for 10 days in acute maxillary sinusitis",2003
"211",12870368,NA,"Oral telithromycin 800 mg once daily for 5 days versus cefuroxime axetil 500 mg twice daily for 10 days in adults with acute exacerbations of chronic bronchitis",2003
"212",12681877,NA,"A randomized clinical trial of prophylaxis for vacuum abortion: 3 versus 7 days of doxycycline",2003
"213",12645831,NA,"Oral gemifloxacin once daily for 5 days compared with sequential therapy with i.v. ceftriaxone/oral cefuroxime (maximum of 10 days) in the treatment of hospitalized patients with acute exacerbations of chronic bronchitis",2003
"214",13678479,NA,"Comparison of 5 days of extended-release clarithromycin versus 10 days of penicillin V for the treatment of streptococcal pharyngitis/tonsillitis: results of a multicenter, double-blind, randomized study in adolescent and adult patients",2003
"215",12725603,NA,"Triple therapy for 7 days vs. triple therapy for 7 days plus omeprazole for 21 days in treatment of active duodenal ulcer with Helicobacter pylori infection. A double blind placebo controlled trial",2003
"216",12560149,NA,"Etiology of acute otitis media in childhood and evaluation of two different protocols of antibiotic therapy: 10 days cefaclor vs. 3 days azitromycin",2003
"217",12581548,NA,"An open-label, randomized, multicenter, comparative study of the efficacy and safety of 7 days of treatment with clarithromycin extended-release tablets versus clarithromycin immediate-release tablets for the treatment of patients with acute bacterial exacerbation of chronic bronchitis",2002
"218",12405169,NA,"Seven days vs. 10 days ceftriaxone therapy in bacterial meningitis",2002
"219",12243918,NA,"Clinical efficacy of 3 days versus 5 days of oral amoxicillin for treatment of childhood pneumonia: a multicentre double-blind trial",2002
"220",12161723,NA,"Short treatment durations for acute bacterial rhinosinusitis: Five days of gemifloxacin versus 7 days of gemifloxacin",2002
"221",12011543,NA,"Efficacy and tolerability of once-daily therapy with telithromycin for 5 or 10 days for the treatment of acute maxillary sinusitis",2002
"222",12075760,NA,"Comparison of two dosages of azithromycin for three days versus penicillin V for ten days in acute group A streptococcal tonsillopharyngitis",2002
"223",12195873,NA,"Three days of pivmecillinam or norfloxacin for treatment of acute uncomplicated urinary infection in women",2002
"224",11906502,NA,"Single-dose ciprofloxacin versus 3 days of norfloxacin in uncomplicated urinary tract infections in women",2002
"225",11820968,NA,"[Urinary infections without complications: comparison of a treatment with norfloxacin for 7 days versus norfloxacin for 3 days]",2002
"226",11838927,NA,"Short-term (48 hours) versus long-term (7 days) antibiotic prophylaxis for permanent pacemaker implantation",2001
"227",11686426,NA,"Five days of cefprozil versus 10 days of clarithromycin in the treatment of an acute exacerbation of chronic bronchitis",2001
"228",15704358,NA,"[Five days ceftibuten versus 10 days penicillin in the treatment of 2099 patients with A-streptococcal tonsillopharyngitis]",2001
"229",11534420,NA,"[Comparative study of the eradication of Helicobacter pylori: ranitidine bismuth citrate versus omeprazole plus two antibiotics for seven days]",2001
"230",11387706,NA,"[Treatment of group A streptococcal tonsillopharyngitis. 5 days cephalosporin is as effective as 10 days penicillin]",2001
"231",11396535,NA,"Ranitidine bismuth citrate-based triple therapy for seven days, with or without further anti-secretory therapy, is highly effective in patients with duodenal ulcer and Helicobacter pylori infection",2001
"232",11868759,NA,"Efficacy of short-course therapy with the ketolide telithromycin compared with 10 days of penicillin V for the treatment of pharyngitis/tonsillitis",2001
"233",11285152,NA,"Successful shortening from seven to four days of parenteral beta-lactam treatment for common childhood infections: a prospective and randomized study",2001
"234",11086771,NA,"Perioperative antibiotic use in high-risk penetrating hollow viscus injury: a prospective randomized, double-blind, placebo-control trial of 24 hours versus 5 days",2000
"235",11076325,NA,"Neonatal pneumonia: comparison of 4 vs 7 days of antibiotic therapy in term and near-term infants",2000
"236",10980174,NA,"Eradication of non-typhoid salmonellae in acute enteritis after therapy with ofloxacin for 5 or 10 days",2000
"237",10933649,NA,"Comparative efficacy of 5 days of dirithromycin and 7 days of erythromycin in skin and soft tissue infections",2000
"238",10877166,NA,"Treatment of shigellosis with cefixime: two days vs. five days",2000
"239",10849056,NA,"Comparison of seven and fourteen days of lansoprazole, clarithromycin, and amoxicillin therapy for eradication of Helicobacter pylori: a report from India",2000
"240",10975012,NA,"Treatment of bacillary dysentery in Vietnamese children: two doses of ofloxacin versus 5-days nalidixic acid",2000
"241",10819344,NA,"Five vs. ten days of antibiotic therapy for acute otitis media in young children",2000
"242",10749463,NA,"Randomized trial of four vs. seven days of ceftriaxone treatment for bacterial meningitis in children with rapid initial recovery",2000
"243",10735395,NA,"Comparison of ciprofloxacin (7 days) and trimethoprim-sulfamethoxazole (14 days) for acute uncomplicated pyelonephritis pyelonephritis in women: a randomized trial",2000
"244",10634735,NA,"Penicillin for acute sore throat: randomised double blind trial of seven days versus three days treatment or placebo in adults",2000
"245",10611054,NA,"Therapy of special HIV-associated diseases: HCV-HIV-co-infection and AIDS-related Kaposi's sarcoma - official satellite to the 7th European Conference on Clinical Aspects and Treatment of HIV-infection, October 23, 1999 in Lisbon, Portugal",1999
"246",10666802,NA,"Comparison of cefuroxime axetil and phenoxymethyl penicillin for the treatment of children with solitary erythema migrans",1999
"247",10928373,NA,"Comparison of the efficacy of ceftibuten and norfloxacin in the treatment of acute gastrointestinal infection in children",1999
"248",10630494,NA,"Effect of intravenous clarithromycin on interdigestive gastroduodenal motility of patients with functional dyspepsia and Helicobacter pylori gastritis",1999
"249",10748773,NA,"[Evaluation of the usefulness of suction drainage in the treatment of nonspecific bone infections monitored with C-reactive protein]",1999
"250",10745332,NA,"Multicenter randomized placebo controlled trial of therapy with intravenous immunoglobulin in decreasing mortality due to neonatal sepsis",1999
"251",10662480,NA,"Cost effectiveness of ciprofloxacin plus metronidazole versus imipenem-cilastatin in the treatment of intra-abdominal infections",1999
"252",10567777,NA,"Ceftriaxone plus once daily aminoglycoside with filgrastim for treatment of febrile neutropenia: early hospital discharge vs. Standard In-patient care",1999
"253",10554373,NA,"Duration of antibiotic prophylaxis in high-risk patients with penetrating abdominal trauma: a prospective randomized trial",1999
"254",10545590,NA,"Prophylactic Lactobacillus GG reduces antibiotic-associated diarrhea in children with respiratory infections: a randomized study",1999
"255",10539870,NA,"WIZARD and the design of trials for secondary prevention of atherosclerosis with antibiotics",1999
"256",10508879,NA,"Fetal membrane histology in preterm premature rupture of membranes: comparison to controls, and between antibiotic and placebo treatment. The National Institute of Child Health and Human Development Maternal Fetal Medicine Units Network, Bethesda, MD, USA",1999
"257",10530493,NA,"Assessment of decisions in the treatment of Helicobacter pylori-related duodenal ulcer: a cost-effectiveness study",1999
"258",10516703,NA,"A prospective randomized trial comparing the toxicity and safety of atovaquone with trimethoprim/sulfamethoxazole as Pneumocystis carinii pneumonia prophylaxis following autologous peripheral blood stem cell transplantation",1999
"259",10487997,NA,"Clinical and psychosocial predictors of illness duration from randomised controlled trial of prescribing strategies for sore throat",1999
"260",10563400,NA,"Comparison of meropenem with amikacin plus ceftazidime in the empirical treatment of febrile neutropenia: a prospective randomised multicentre trial in patients without previous prophylactic antibiotics. Meropenem Study Group of Turkey",1999
"261",10511404,NA,"An open, randomized, multicentre study comparing the use of low-dose ceftazidime or cefotaxime, both in combination with netilmicin, in febrile neutropenic patients. German Multicentre Study Group",1999
"262",10490724,NA,"A prospective randomized trial of granulocyte colony-stimulating factor therapy after autologous blood stem cell transplantation in adults",1999
